danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_title,popularity_scores,genre
0.528,0.82,4,-5.495,0,0.0326,0.00155,0.222,0.382,0.714,136.595,2bbDV9lJ0morh3UcojHyvV,229200,4,Atomic - 2001 Remastered Version,0,candy pop
0.683,0.765,2,-6.571,0,0.0481,0.0816,0.00107,0.132,0.859,90.573,1ReZq4QU2xh037ja0Nihdl,321947,4,Love Is A Battlefield,15,album rock
0.539,0.901,4,-7.691,1,0.0445,0.00621,0.00322,0.234,0.489,143.326,2qK6fxHA2V8mCK9pHry3wa,285027,4,Little Bones,52,canadian indie
0.528,0.655,0,-7.85,0,0.0262,0.0102,0.723,0.377,0.367,115.285,5VErNsWF69eD0HiBt2vWcH,331853,4,Nineteen Hundred And Eighty Five - 2010 Remaster,54,album rock
0.582,0.672,9,-11.219,1,0.0336,0.000492,0.3,0.0839,0.81,135.795,3V1rmBGMWs3GmcM8wkxRki,269973,4,I'm An Adult Now,41,canadian indie
0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,3gdewACMIVMEWVbyb8O9sY,281613,4,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80,glam rock
0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,7hQJA50XrCWABAu5v6QZ4i,209413,4,Don't Stop Me Now - Remastered 2011,73,classic rock
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,5O4erNlJ74PIF6kGol1ZrC,237000,4,Could You Be Loved,77,reggae
0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1bp2IO61zbQrbWNmKKxg3f,264504,4,The Joker,73,album rock
0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,4e9hUiLsN4mx61ARosFi7p,296467,4,The Spirit Of Radio,65,album rock
0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4BP3uh0hFLFRb5cjsgLqDh,140773,4,Fortunate Son,82,album rock
0.331,0.96,4,-4.78,0,0.124,0.00186,0.0661,0.283,0.567,184.5,1X7m1zd25Xx2y8yt0FOOii,190187,4,Ouch,36,canadian indie
0.785,0.479,2,-11.321,1,0.1,0.00604,2.52e-06,0.122,0.784,119.937,2Wf4IsWzhBgVR9uUDuktFB,338427,4,All Right Now,51,album rock
0.475,0.823,7,-11.994,1,0.029,0.00333,0.00839,0.311,0.881,138.981,05mzctclS0ZqqTLEiDIGkt,237800,4,Roll On Down The Highway,53,album rock
0.608,0.746,0,-8.851,1,0.354,0.026,2.39e-06,0.043,0.745,134.03,0SYRVn2YF7HBscQEmlkpTI,191947,4,Roxanne - Remastered 2003,0,album rock
0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,6A9mKXlFRPMPem6ygQSt7z,180267,4,Three Little Birds,26,reggae
0.472,0.263,9,-14.034,1,0.0327,0.706,3.36e-05,0.118,0.203,135.751,42HlPwjfrQxkmOGVkLDac9,265107,4,Fiddler's Green,47,canadian indie
0.683,0.897,5,-3.455,1,0.0465,0.0457,5.18e-06,0.286,0.752,103.051,7jIFGkTBIK1UwWaEXMW2Nh,266080,4,Life Is A Highway,65,canadian singer-songwriter
0.395,0.639,9,-10.697,0,0.0311,0.0143,0.000107,0.167,0.636,119.811,7shUC5vW0ylyULlAAD7Vka,234507,4,Young Boy - 2020 Remaster,18,album rock
0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,5DnT9a5IM3eMjKgXTWVJvi,160333,4,Have You Ever Seen The Rain,64,album rock
0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,6XUHsYE38CEbYunT983O9G,248173,4,Give A Little Bit,74,album rock
0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,7gSQv1OHpkIoAdUiRLdmI6,178360,4,I Won't Back Down,74,album rock
0.627,0.569,0,-13.453,1,0.0421,0.499,0.0,0.147,0.743,76.826,2NpKgRCZfFb8fVmvk16iMx,163427,4,Crazy Little Thing Called Love,44,classic rock
0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,2EqlS6tkEnglzr7tkKAAYD,259947,4,Come Together - Remastered 2009,76,beatlesque
0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,7Ar4G7Ci11gpt6sfH9Cgz5,227267,4,Listen to the Music,75,album rock
0.67,0.819,5,-5.245,1,0.0325,0.00596,0.00332,0.343,0.395,122.983,1SYdSWLyeVMjHYXD1iJZoY,234754,4,Find My Way,38,album rock
0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,67eX1ovaHyVPUinMHeUtIM,218960,4,Hurts So Good,71,album rock
0.416,0.165,9,-16.27,1,0.0427,0.852,0.00329,0.0933,0.205,157.898,7C6QeMxWgaPK68MFmlgO0X,263067,3,Long Time Running,49,canadian indie
0.918,0.505,11,-10.767,0,0.201,0.502,0.00536,0.0833,0.808,123.604,3FcjrIq9BEefiQM18eh1ls,210760,4,Jamming - Exodus 40 Mix,0,reggae
0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,20OFwXhEXf12DzwXmaV7fj,141600,4,Bad Moon Rising,79,album rock
0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,2TVxnKdb3tqe1nhQWwwZCO,377093,4,Tiny Dancer,76,glam rock
0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,3lN8PP6R2IxbLP05QpYXng,212893,4,Born To Be Wild - Single Version,67,acid rock
0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,6KTv0Z8BmVqM7DPxbGzpVC,168840,4,Rock And Roll All Nite,75,album rock
0.425,0.681,1,-8.604,0,0.0316,0.0229,0.000219,0.0543,0.933,131.011,3jYRpwbctfqB77uU7T7K3U,279333,4,Caught Up In You,64,album rock
0.463,0.923,9,-9.567,1,0.0355,0.0014,0.433,0.479,0.788,169.964,3noZh3GynRLHd9QxtbmAyX,263213,4,Runnin' Down A Dream,48,album rock
0.404,0.754,1,-10.31,1,0.0556,0.481,0.489,0.318,0.446,115.536,7ulkhAxc7qtCxlJA8ZMXBm,426173,4,Layla,0,album rock
0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,3LTMnFa0hhwisyq6ILahyj,348624,4,Sultans Of Swing,0,album rock
0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,43DeSV93pJPT4lCZaWZ6b1,266720,4,The Boys Are Back In Town,74,album rock
0.837,0.496,7,-11.821,1,0.0402,0.118,0.349,0.115,0.965,125.017,4eZw1gC3TAus5bZCKi3l5j,201334,4,Stuck in the Middle with You - Rerecorded,44,classic rock
0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,0GjEhVFGZW8afUYGChu3Rr,230400,4,Dancing Queen,82,europop
0.724,0.703,5,-14.007,1,0.0498,0.0488,2.69e-06,0.146,0.965,129.985,0lzNXoZINVBLHWNIxKxWOo,289893,4,Takin' Care Of Business,65,album rock
0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,6cFZ4PLC19taNlpl9pbGMf,296493,3,Somebody To Love - Remastered 2011,67,classic rock
0.709,0.715,0,-7.446,1,0.0598,0.215,1.1e-05,0.129,0.781,123.108,1Q8u4Pxxg9JHKKkqyvN0YG,206403,4,Rock Me Gently,23,brill building pop
0.417,0.633,2,-8.197,1,0.0423,0.21,0.0,0.513,0.431,78.277,2NdxFjeKOA1VqN0b2FLHhG,212533,4,All the Young Dudes,0,album rock
0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,3vkQ5DAB1qQMYO4Mr9zJN6,292613,4,Gimme! Gimme! Gimme! (A Man After Midnight),81,europop
0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,0HOrDVS349XFcpCYsO2hAP,234867,4,You Ain't Seen Nothing Yet,71,album rock
0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,5IMtdHjJ1OtkxbGe4zfUxQ,276493,4,Escape (The Pina Colada Song),74,soft rock
0.745,0.782,2,-5.324,0,0.303,0.0628,0.000359,0.0547,0.918,142.019,1Ng2d90Ep3UUuSOzdSXNOm,178760,4,Can't Stand Losing You - Remastered 2003,0,album rock
0.89,0.811,2,-8.517,1,0.0951,0.62,0.00877,0.0657,0.926,125.296,6gssdPZ62SE1cZ5HbUFbz0,299627,4,Super Bad,0,funk
0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,0nlZjTPzW6S9JIESuGfImT,315640,4,Lowdown,64,adult standards
0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,5tVA6TkbaAH9QMITTQRrNv,256000,4,Free Fallin',76,album rock
0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,6mHOcVtsHLMuesJkswc0GZ,251253,4,The Logical Song - Remastered 2010,73,album rock
0.501,0.7,7,-8.516,1,0.0625,0.0815,0.00136,0.0634,0.565,139.111,0KxtirpuxfLfLC0zzDjiAo,202187,4,Fly By Night,42,album rock
0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,3ykSdTGmYPFl8pDBXer1zG,221640,4,Cocaine,64,blues rock
0.799,0.71,4,-5.099,1,0.0397,0.0367,0.000372,0.12,0.767,110.732,69eihm0ByPDKtOnZ2B9mA7,214960,4,Hot Child In The City - (Pre-Order Exclusive),46,classic canadian rock
0.409,0.868,2,-10.97,1,0.382,0.0521,0.000121,0.22,0.48,140.095,1yNz3A4ubmE5IEvpNFkjdc,222427,4,Raise A Little Hell,52,album rock
0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,0LHItNoPqjxWcbvQzw9NIv,295466,4,Saturday Night’s Alright (For Fighting) - Remastered 2014,0,glam rock
0.62,0.604,7,-9.088,0,0.0261,0.0133,0.102,0.104,0.857,126.576,55mQhobuwtY7lfLAXylg1k,216627,4,You Make Loving Fun - 2004 Remaster,55,album rock
0.39,0.397,0,-9.963,0,0.0513,0.287,0.0,0.207,0.246,144.031,6AWe04n4zsYkGKb3Pf7LMk,354947,4,Bohemian Rhapsody - 2011 Remaster,44,classic rock
0.537,0.685,1,-8.935,0,0.0333,0.0705,0.0,0.0839,0.542,120.965,1chu8wc9zbNqTQ2ahROys1,281227,4,My Sweet Lord,0,album rock
0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,6kSSORnF2vhzDpGftPXNWz,236093,4,Lay Down Sally,45,blues rock
0.67,0.591,7,-6.012,1,0.0646,0.62,0.0,0.373,0.8,91.439,52KvuGmgcgRdrLMXOtda0E,217613,4,The Stroke - Remastered,68,album rock
0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,1LOZMYF5s8qhW7Rv4w2gun,267947,4,Dreadlock Holiday,67,album rock
0.582,0.663,2,-9.125,1,0.0287,0.679,0.0268,0.222,0.783,130.241,6G9C2SzXsGLkoknwoWI9C8,222040,4,Maggie May - Single Version,33,mellow gold
0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,4rxctxzm5jH6ZNoT9ZEIP8,308853,4,Take The Long Way Home - 2010 Remastered,0,album rock
0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,683b4ikwa62JevCjwrmfg6,274040,4,Moondance - 2013 Remaster,67,classic rock
0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,3XcjIvaZVUFAIdIYZqY9bd,207093,4,We're An American Band - Remastered 2002,61,album rock
0.874,0.318,3,-6.869,1,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,17GEcOhfo7rRr3wKumLHV2,215067,4,Is She Really Going Out With Him?,0,album rock
0.61,0.582,0,-10.422,1,0.044,0.119,3.76e-05,0.12,0.781,82.492,1ppuHX1oVMku5LTL0swNZP,251333,4,Peace Train,2,british folk
0.664,0.606,7,-9.026,1,0.234,0.0388,7.21e-06,0.0667,0.903,145.725,7pzJHDC3qv0qMJ92WZJk7G,202800,4,Dancing In The Moonlight (It's Caught Me In It's Spotlight),0,album rock
0.683,0.533,2,-10.253,0,0.0313,0.206,4.16e-05,0.0525,0.964,124.571,2nr6iUHCilKUfyL9CicbQE,356600,4,Do It Again,0,album rock
0.616,0.636,1,-7.055,1,0.0325,0.208,0.0,0.517,0.654,110.618,1tdltVUBkiBCW1C3yB4zyD,159160,4,Yellow Submarine,60,beatlesque
0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,3Xls4cNOwy01dtrNXb1inG,298333,4,White Room,68,album rock
0.529,0.633,11,-10.403,0,0.0353,0.00588,0.0,0.199,0.472,123.499,1lZD4bW0ttt10jAtDmJ2E6,181667,4,Pinball Wizard - Remixed Studio Version,0,album rock
0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,52dm9op3rbfAkc1LGXgipW,341773,4,Wild Horses - 2009 Mix,68,british invasion
0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,1tjK9HhmpEfk0ijyIKsoUk,307400,4,Hey Nineteen,62,album rock
0.313,0.802,2,-8.883,1,0.0447,0.0588,0.0499,0.155,0.495,140.913,1m5wdRNeZ1xDj7UQQzNcdF,307413,4,Finding My Way,28,album rock
0.5,0.846,0,-8.098,1,0.0457,0.0797,0.0,0.241,0.738,134.937,3yP0cohcr97BUNJcgvmSVg,284067,4,The Passenger,0,art rock
0.533,0.781,0,-4.602,1,0.0316,0.0784,0.000273,0.063,0.815,118.316,3ZQimDj4LetbHs2ry5jAQr,398107,4,Time Waits For No One - Remastered,34,british invasion
0.638,0.818,6,-10.204,0,0.0376,0.107,0.00283,0.191,0.821,104.37,3UQA4UTVqcI0VtSQ38nlq1,267067,4,Let It Ride,59,album rock
0.201,0.802,11,-6.696,0,0.0447,0.0907,0.0,0.773,0.299,165.372,4SUeMT5PlPXNw44TBk5zOR,257788,4,"The Show Must Go On - Live at The O2, London, UK / 04/07/2018",18,classic rock
0.621,0.948,9,-6.416,1,0.102,0.00465,0.000568,0.393,0.495,119.86,7iFAmqShDyQJ3mGtCSFf44,202200,4,Instant Karma! (We All Shine On) - Ultimate Mix,34,album rock
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,08mG3Y1vljYA6bvDt4Wqkj,255493,4,Back In Black,83,australian rock
0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,4gMgiXfqyzZLMhsksGmbQV,238747,4,"Another Brick in the Wall, Pt. 2",76,album rock
0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,1KsI8NEeAna8ZIdojI3FiT,199453,4,Hungry Heart,68,classic rock
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,2374M0fQpWi3dLnB54qaLX,295893,4,Africa,82,album rock
0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,2RlgNHKcydI9sayD2Df2xp,303373,4,Mr. Blue Sky,79,album rock
0.565,0.645,0,-12.923,1,0.0484,0.0552,2.84e-06,0.151,0.836,99.3,1ZhrREyOOeFV6TxDOyiPwu,170173,4,Take The Money And Run,66,album rock
0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,5zA8vzDGqPl2AzZkEYQGKh,197707,4,Uptown Girl,78,classic rock
0.544,0.905,7,-10.732,1,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,0cuq829zRNq4AEdmDJA4aw,256947,4,Two Princes,68,alternative rock
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,39shmbIHICJ2Wxnk1fPSdz,188987,4,Should I Stay or Should I Go - Remastered,78,classic rock
0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4o6BgsqLIBViaGVbx5rbRk,190627,4,You Make My Dreams (Come True),77,album rock
0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,6NdcSEhpGGAYXNnnhGS2s6,175400,4,What I Like About You,62,album rock
0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,7x8dCjCr0x6x2lXKujYD34,269373,4,The Pretender,77,alternative metal
0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,216933,4,Sweet Dreams (Are Made of This) - Remastered,82,art rock
0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,7vFv0yFGMJW3qVXbAd9BK9,249627,4,Your Body Is a Wonderland,73,neo mellow
0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4DMKwE2E2iYDKY01C335Uw,323000,4,Carry on Wayward Son,75,album rock
0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4aVuWgvD0X63hcOCnZtNFA,235547,4,Hold the Line,79,album rock
0.596,0.608,11,-10.635,0,0.0297,0.00359,0.0146,0.154,0.668,109.737,6v4pemwpkW7msCbBtSJf15,257440,4,New Orleans Is Sinking,55,canadian indie
0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,7j74lucZ59vqN67Ipe2ZcY,273173,4,Maneater,75,album rock
0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,0qxYx4F3vm1AOnfux6dDxP,280000,4,You Can Call Me Al,74,classic rock
0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,37BTh5g05cxBIRYMbw8g2T,331200,4,Rosanna,71,album rock
0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,0ntQJM78wzOLVeCUAW7Y45,203347,4,Sex on Fire,81,modern rock
0.523,0.69,9,-13.527,1,0.0414,0.21,0.0,0.243,0.845,173.266,7wxRteSKMVVYD570x3D7bx,213293,4,Lovin' Every Minute of It,53,album rock
0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,2NtqZmfRIDkXJ2YvY2Kv1F,221613,4,Lido Shuffle,64,adult standards
0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,4KfSdst7rW39C0sfhArdrz,261933,4,Barracuda,72,album rock
0.516,0.907,6,-6.137,1,0.0496,0.000356,0.028,0.0903,0.457,131.913,4et8vIjMkwvHvtaBp1yh70,244040,4,Starseed,51,alternative metal
0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,72ahyckBJfTigJCFCviVN7,243373,4,Don't Bring Me Down,72,album rock
0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,4MlXFjRO6N7NXvMqPlH35o,187173,4,Free Ride,50,album rock
0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,3yrSvpt2l1xhsV9Em88Pul,183307,4,Brown Eyed Girl,79,classic rock
0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,2ccUQnjjNWT0rsNnsBpsCA,253733,4,Surrender,67,album rock
0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,6vxHp3CDNo0afgKGp2yi1E,164813,4,Me and Julio Down by the Schoolyard,71,classic rock
0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,4alHo6RGd0D3OUbTPExTHN,225627,4,Just What I Needed,70,album rock
0.637,0.85,0,-5.054,1,0.0351,0.00487,0.00018,0.152,0.52,126.106,4dk40nfaQav6b4ZsJ9OYUo,213973,4,Love My Way,65,art rock
0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,1qPbGZqppFwLwcBC1JQ6Vr,258907,4,Wonderwall,71,beatlesque
0.556,0.743,9,-10.077,1,0.0458,0.217,0.000109,0.442,0.763,92.93,3Brp1GxHcHZzUfHlP5ddOB,232693,4,"American Woman - 7"" Single Version",30,album rock
0.532,0.728,9,-9.079,0,0.0352,0.106,0.0108,0.0849,0.69,134.303,3fkPMWQ6cBNBLuFcPyMS8s,271000,4,Burnin' for You,66,album rock
0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,7nnWIPM5hwE3DaUBkvOIpy,232453,4,Drive,74,alternative metal
0.467,0.943,0,-5.626,1,0.0576,0.0189,4.51e-06,0.216,0.453,131.536,1pTw2cNrp9L3esxLAvWnN2,323667,4,Separate Ways (Worlds Apart),61,album rock
0.661,0.808,2,-6.926,1,0.0332,9.39e-05,0.009,0.0335,0.895,113.332,6mJsaJ0U6abpPVPPAcAF2r,207667,4,Ocean Pearl,42,canadian indie
0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,7mnGQesk1TzQLzQ9bYWZPR,224693,4,She's so High,70,pop rock
0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,5p3JunprHCxClJjOmcLV8G,254173,4,Walk On the Wild Side,72,art rock
0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,4OTw5splgMdlYklwHMHxLK,199200,4,Long Cool Woman (In a Black Dress) - 1999 Remaster,70,album rock
0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,0iOZM63lendWRTTeKhZBSC,244027,4,"Mrs. Robinson - From ""The Graduate"" Soundtrack",74,classic rock
0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,22CIOfLZB9z8He7WgHYAgH,237093,4,Two Tickets to Paradise,63,album rock
0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,4YMQXzscifAREG0a7KNGhB,196467,4,Black Magic Woman - Single Version,66,blues rock
0.391,0.896,1,-4.902,1,0.0683,0.000443,0.0,0.0774,0.791,178.056,5mFyCVEII6mp5YPPYQfTck,222467,4,Innocent,52,alternative metal
0.52,0.912,0,-7.512,1,0.0487,0.124,0.00151,0.239,0.702,131.403,3i25w2HOWoafnTIiWJCL71,370920,4,Fool in the Rain - Remaster,62,album rock
0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,0qRR9d89hIS0MHRkQ0ejxX,142787,4,Rich Girl,74,album rock
0.726,0.909,5,-4.966,1,0.0289,0.145,0.0276,0.344,0.892,148.3,6AUYnTv5LXbWm2oHxN3QAw,348520,4,Sultans Of Swing,0,album rock
0.561,0.382,7,-11.276,1,0.0267,0.491,1.08e-06,0.156,0.758,96.447,5lEyMg4GNKnMbaarvT4sRd,225920,4,These Eyes,58,album rock
0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,6iX1f3r7oUJnMbGgQ2gx1j,226200,4,867-5309 / Jenny,62,album rock
0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753,4zEi4tr3lEhiAvTRxEzbEz,229347,4,Oh Sherrie,63,album rock
0.738,0.809,11,-4.368,0,0.026,0.0964,0.00918,0.18,0.906,107.233,5pSvjjfsh34sLrkYSNGCl4,225707,4,Down Under,60,album rock
0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,7vidktgNZFQylTgH1GEnMs,200213,4,Cold as Ice,69,album rock
0.592,0.705,1,-10.276,0,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,3f0U5NaD1bCk8nmKpn2ZJY,215400,4,Kodachrome,64,classic rock
0.704,0.773,9,-9.621,1,0.0279,0.0356,0.00498,0.082,0.972,141.655,1ckVrHITCk9BMhyRcsnblh,154120,4,Green River,0,album rock
0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,1IqFh00G2kvvMm8pRMpehA,271333,4,Me and Bobby McGee,69,blues rock
0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,5WwqdeavrQrbeAMDxGawse,294773,4,Can't Fight This Feeling,72,album rock
0.471,0.956,9,-6.371,1,0.0403,0.000596,0.62,0.624,0.715,169.798,5yAu4njFSdM47dfsTkQPZ2,261813,4,Runnin' Down A Dream,69,album rock
0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,6QhXQOpyYvbpdbyjgAqKdY,174827,4,Cecilia,72,classic rock
0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,1QEEqeFIZktqIpPI4jSVSF,285133,4,More Than a Feeling,78,album rock
0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,24NwBd5vZ2CK8VOQVnqdxr,274133,4,Sweet Emotion,72,album rock
0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,3AhXZa8sUQht0UEdBJgpGc,369600,4,Like a Rolling Stone,69,classic rock
0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,56KqaFSGTb7ifpt16t5Y1N,222427,4,Rock the Casbah - Remastered,71,classic rock
0.247,0.869,1,-8.382,1,0.0542,0.0104,8.59e-06,0.0946,0.601,175.26,5AqdEGne9bWAMPTI5UUmQY,255400,4,Superman's Dead,48,alternative metal
0.753,0.457,0,-7.709,1,0.0767,0.00679,0.484,0.311,0.297,123.913,1jNOi6m3Hn8nLEeHCp5Msr,231800,4,Seven Nation Army,0,alternative rock
0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818,2hdNya0b6Cc2YJ8IyaQIWp,212307,4,Livin' Thing,69,album rock
0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,5OQsiBsky2k2kDKy2bX2eT,235293,4,Learn to Fly,76,alternative metal
0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,57bgtoPSgt236HzfBOd8kj,292880,4,Thunderstruck,83,australian rock
0.632,0.894,7,-5.211,1,0.0317,0.00622,0.0,0.328,0.718,102.039,52y59AQ0HkwcxSnYrfnv5Q,268640,4,Semi-Charmed Life - 2006 Remaster,41,alternative rock
0.204,0.837,5,-7.618,1,0.0676,0.281,0.00405,0.291,0.392,171.514,3mCeeoBvTTpg8Xy2Wuvirw,590000,4,Bat Out of Hell,62,album rock
0.375,0.458,9,-14.019,1,0.0379,0.44,0.000661,0.651,0.57,89.907,4KhuernnobE4BzS0P1Viz8,158040,4,Laughing,45,album rock
0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,0vFOzaXqZHahrZp6enQwQb,382834,1,Money,72,album rock
0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,2Cdvbe2G4hZsnhNMKyGrie,175173,4,I Love Rock 'N Roll,76,glam punk
0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,4gpext9x0CbdD9NWaa4nDj,256200,4,Amanda,63,album rock
0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,6QewNVIDKdSl8Y3ycuHIei,292581,4,Even Flow,75,alternative rock
