,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,popularity_scores,genre
32,0.492,0.885,5,-10.902,0,0.0379,0.000255,0.897,0.349,0.184,129.996,audio_features,4FB3ua9mLc43sGxXBWXdIq,spotify:track:4FB3ua9mLc43sGxXBWXdIq,https://api.spotify.com/v1/tracks/4FB3ua9mLc43sGxXBWXdIq,https://api.spotify.com/v1/audio-analysis/4FB3ua9mLc43sGxXBWXdIq,288000,4,Delta Protocol (Tommy '86 Remix),10,cyberpunk
33,0.534,0.983,2,-0.806,1,0.0469,0.000152,0.229,0.128,0.168,116.018,audio_features,3jjSGT60gUZNd3GVBkfLCn,spotify:track:3jjSGT60gUZNd3GVBkfLCn,https://api.spotify.com/v1/tracks/3jjSGT60gUZNd3GVBkfLCn,https://api.spotify.com/v1/audio-analysis/3jjSGT60gUZNd3GVBkfLCn,273109,4,I Am the Program (Perturbator Remix),34,cyberpunk
34,0.609,0.958,0,-2.645,0,0.0552,9.9e-06,0.892,0.0924,0.32,97.994,audio_features,3IitQ7SzWWBQVxeS7utDZL,spotify:track:3IitQ7SzWWBQVxeS7utDZL,https://api.spotify.com/v1/tracks/3IitQ7SzWWBQVxeS7utDZL,https://api.spotify.com/v1/audio-analysis/3IitQ7SzWWBQVxeS7utDZL,330423,4,Completely Circuitry (GosT Remix),10,cyberpunk
35,0.279,0.744,0,-8.839,1,0.0345,0.0221,0.841,0.104,0.0414,179.893,audio_features,4RFpxnWjeptE7KVme1YRJj,spotify:track:4RFpxnWjeptE7KVme1YRJj,https://api.spotify.com/v1/tracks/4RFpxnWjeptE7KVme1YRJj,https://api.spotify.com/v1/audio-analysis/4RFpxnWjeptE7KVme1YRJj,300000,4,Analog Nights (Dynatron Remix),12,cyberpunk
36,0.47,0.871,6,-8.762,0,0.0665,0.000333,0.904,0.137,0.267,119.93,audio_features,0iarJni7gLJKqdZlabwPOd,spotify:track:0iarJni7gLJKqdZlabwPOd,https://api.spotify.com/v1/tracks/0iarJni7gLJKqdZlabwPOd,https://api.spotify.com/v1/audio-analysis/0iarJni7gLJKqdZlabwPOd,365396,4,Activate Your Steel,20,cyberpunk
37,0.335,0.665,1,-6.678,1,0.0682,0.000419,0.0362,0.112,0.0622,181.745,audio_features,7kbLgu3ZU8wdigWyxtqOAB,spotify:track:7kbLgu3ZU8wdigWyxtqOAB,https://api.spotify.com/v1/tracks/7kbLgu3ZU8wdigWyxtqOAB,https://api.spotify.com/v1/audio-analysis/7kbLgu3ZU8wdigWyxtqOAB,402885,4,Converter,44,cyberpunk
38,0.459,0.743,10,-6.682,1,0.0581,0.0156,0.00124,0.149,0.365,88.083,audio_features,7Ill2J98ACY5GOR0JMtpzQ,spotify:track:7Ill2J98ACY5GOR0JMtpzQ,https://api.spotify.com/v1/tracks/7Ill2J98ACY5GOR0JMtpzQ,https://api.spotify.com/v1/audio-analysis/7Ill2J98ACY5GOR0JMtpzQ,286371,4,Digital Ghost,18,cyberpunk
39,0.493,0.773,7,-6.821,1,0.0668,0.074,0.85,0.0915,0.483,94.866,audio_features,2n1GDy772AZKCE9iRcEimb,spotify:track:2n1GDy772AZKCE9iRcEimb,https://api.spotify.com/v1/tracks/2n1GDy772AZKCE9iRcEimb,https://api.spotify.com/v1/audio-analysis/2n1GDy772AZKCE9iRcEimb,263092,4,Future Life,16,cyberpunk
40,0.384,0.762,0,-7.081,1,0.0449,0.000139,0.552,0.0633,0.0419,104.937,audio_features,0KPwrweSKKHp02meFl8Z3J,spotify:track:0KPwrweSKKHp02meFl8Z3J,https://api.spotify.com/v1/tracks/0KPwrweSKKHp02meFl8Z3J,https://api.spotify.com/v1/audio-analysis/0KPwrweSKKHp02meFl8Z3J,388702,4,Judgment Day,17,cyberpunk
41,0.189,0.304,8,-15.404,1,0.0399,0.804,0.948,0.0811,0.101,77.171,audio_features,6OroXG9N3oLYGMs2ceIdIx,spotify:track:6OroXG9N3oLYGMs2ceIdIx,https://api.spotify.com/v1/tracks/6OroXG9N3oLYGMs2ceIdIx,https://api.spotify.com/v1/audio-analysis/6OroXG9N3oLYGMs2ceIdIx,220051,3,Tears in the Rain,12,cyberpunk
42,0.441,0.901,1,-6.393,0,0.437,0.00486,0.791,0.115,0.414,92.997,audio_features,6X6a4s95ibirTbiOf02QGO,spotify:track:6X6a4s95ibirTbiOf02QGO,https://api.spotify.com/v1/tracks/6X6a4s95ibirTbiOf02QGO,https://api.spotify.com/v1/audio-analysis/6X6a4s95ibirTbiOf02QGO,353620,4,Total Control,16,cyberpunk
43,0.318,0.855,11,-12.031,0,0.356,0.0354,0.046,0.0391,0.794,216.09,audio_features,7xPI3iCA7xG33VhtU6MxRy,spotify:track:7xPI3iCA7xG33VhtU6MxRy,https://api.spotify.com/v1/tracks/7xPI3iCA7xG33VhtU6MxRy,https://api.spotify.com/v1/audio-analysis/7xPI3iCA7xG33VhtU6MxRy,237349,4,Vietrom,12,cyberpunk
44,0.578,0.789,0,-8.846,0,0.0302,0.0166,0.873,0.0907,0.159,93.002,audio_features,3yZAhHNLU6gW4PEPHXQFC0,spotify:track:3yZAhHNLU6gW4PEPHXQFC0,https://api.spotify.com/v1/tracks/3yZAhHNLU6gW4PEPHXQFC0,https://api.spotify.com/v1/audio-analysis/3yZAhHNLU6gW4PEPHXQFC0,311275,4,Night Prowl,8,cyberpunk
45,0.535,0.917,3,-5.508,0,0.0445,0.343,0.866,0.347,0.683,107.541,audio_features,0wWSkiRINftyvCCXkp6M9N,spotify:track:0wWSkiRINftyvCCXkp6M9N,https://api.spotify.com/v1/tracks/0wWSkiRINftyvCCXkp6M9N,https://api.spotify.com/v1/audio-analysis/0wWSkiRINftyvCCXkp6M9N,294505,4,Neo Tokyo 2019,14,cyberpunk
46,0.525,0.872,4,-9.766,0,0.0338,0.000598,0.816,0.065,0.489,130.005,audio_features,2HUxfrNdXFkj0vA4uSsKsh,spotify:track:2HUxfrNdXFkj0vA4uSsKsh,https://api.spotify.com/v1/tracks/2HUxfrNdXFkj0vA4uSsKsh,https://api.spotify.com/v1/audio-analysis/2HUxfrNdXFkj0vA4uSsKsh,343980,4,Power Driver,13,cyberpunk
47,0.522,0.761,6,-8.613,0,0.0746,0.00153,0.367,0.0681,0.176,109.976,audio_features,09yuql9CvMiBJr7cPjwpLg,spotify:track:09yuql9CvMiBJr7cPjwpLg,https://api.spotify.com/v1/tracks/09yuql9CvMiBJr7cPjwpLg,https://api.spotify.com/v1/audio-analysis/09yuql9CvMiBJr7cPjwpLg,366629,4,Maniac,21,cyberpunk
48,0.443,0.879,10,-5.086,0,0.0953,0.0135,0.731,0.118,0.503,105.02,audio_features,5G9PN0RpperRe8c6biFQlW,spotify:track:5G9PN0RpperRe8c6biFQlW,https://api.spotify.com/v1/tracks/5G9PN0RpperRe8c6biFQlW,https://api.spotify.com/v1/audio-analysis/5G9PN0RpperRe8c6biFQlW,298580,4,Electric Getaway,7,cyberpunk
49,0.577,0.919,0,-5.858,0,0.223,0.00152,0.888,0.201,0.58,107.927,audio_features,6kYnv6OlYcT9ZYYSePgBwQ,spotify:track:6kYnv6OlYcT9ZYYSePgBwQ,https://api.spotify.com/v1/tracks/6kYnv6OlYcT9ZYYSePgBwQ,https://api.spotify.com/v1/audio-analysis/6kYnv6OlYcT9ZYYSePgBwQ,370495,4,Vampire Killer,11,cyberpunk
50,0.631,0.896,1,-9.747,0,0.227,0.000291,0.869,0.164,0.668,106.006,audio_features,17ZPMJ46gQ88jitGoQd2mX,spotify:track:17ZPMJ46gQ88jitGoQd2mX,https://api.spotify.com/v1/tracks/17ZPMJ46gQ88jitGoQd2mX,https://api.spotify.com/v1/audio-analysis/17ZPMJ46gQ88jitGoQd2mX,294165,4,Press Play,6,
51,0.535,0.731,6,-10.752,1,0.0308,0.0641,0.826,0.109,0.34,100.005,audio_features,2i1XVJyZxCikYRgoq03SLF,spotify:track:2i1XVJyZxCikYRgoq03SLF,https://api.spotify.com/v1/tracks/2i1XVJyZxCikYRgoq03SLF,https://api.spotify.com/v1/audio-analysis/2i1XVJyZxCikYRgoq03SLF,362762,4,Pasha - Black Tears ( Mega Drive Remix),8,
52,0.508,0.661,9,-11.023,0,0.04,0.000101,0.92,0.0817,0.19,105.024,audio_features,2sEc7T4S73nWBBcJk4t9ip,spotify:track:2sEc7T4S73nWBBcJk4t9ip,https://api.spotify.com/v1/tracks/2sEc7T4S73nWBBcJk4t9ip,https://api.spotify.com/v1/audio-analysis/2sEc7T4S73nWBBcJk4t9ip,355213,4,Tommy - Outer Space Adventurer (Mega Drive Remix),9,beach music
53,0.435,0.896,1,-6.402,0,0.442,0.00505,0.839,0.12,0.399,92.994,audio_features,4bMJelPpqMz8UFZNr4fEMO,spotify:track:4bMJelPpqMz8UFZNr4fEMO,https://api.spotify.com/v1/tracks/4bMJelPpqMz8UFZNr4fEMO,https://api.spotify.com/v1/audio-analysis/4bMJelPpqMz8UFZNr4fEMO,353555,4,Total Control,10,cyberpunk
54,0.323,0.875,11,-11.773,0,0.403,0.037,0.0492,0.0909,0.799,216.068,audio_features,7dUXFE3KzPxYPG0vNOuxRJ,spotify:track:7dUXFE3KzPxYPG0vNOuxRJ,https://api.spotify.com/v1/tracks/7dUXFE3KzPxYPG0vNOuxRJ,https://api.spotify.com/v1/audio-analysis/7dUXFE3KzPxYPG0vNOuxRJ,237274,4,Vietrom,7,cyberpunk
55,0.493,0.8,0,-8.705,0,0.0358,0.0164,0.87,0.0968,0.153,186.031,audio_features,2Y4TNfDcBDYxPAeNGfZjwQ,spotify:track:2Y4TNfDcBDYxPAeNGfZjwQ,https://api.spotify.com/v1/tracks/2Y4TNfDcBDYxPAeNGfZjwQ,https://api.spotify.com/v1/audio-analysis/2Y4TNfDcBDYxPAeNGfZjwQ,289666,4,Night Prowl,7,cyberpunk
56,0.596,0.918,3,-5.569,0,0.0429,0.364,0.865,0.353,0.672,107.963,audio_features,5LEc6pV3HpTbF5qP1KSuT4,spotify:track:5LEc6pV3HpTbF5qP1KSuT4,https://api.spotify.com/v1/tracks/5LEc6pV3HpTbF5qP1KSuT4,https://api.spotify.com/v1/audio-analysis/5LEc6pV3HpTbF5qP1KSuT4,294450,4,Neo Tokyo 2019,8,cyberpunk
57,0.523,0.893,4,-9.629,0,0.0336,0.00051,0.775,0.0706,0.483,129.997,audio_features,5FErSfuPMEP3fWT9WjQAau,spotify:track:5FErSfuPMEP3fWT9WjQAau,https://api.spotify.com/v1/tracks/5FErSfuPMEP3fWT9WjQAau,https://api.spotify.com/v1/audio-analysis/5FErSfuPMEP3fWT9WjQAau,343918,4,Power Driver,9,cyberpunk
58,0.52,0.781,8,-8.477,0,0.0735,0.00158,0.26,0.0731,0.149,109.979,audio_features,4SL6YYR1mWEVvDn1G2DAop,spotify:track:4SL6YYR1mWEVvDn1G2DAop,https://api.spotify.com/v1/tracks/4SL6YYR1mWEVvDn1G2DAop,https://api.spotify.com/v1/audio-analysis/4SL6YYR1mWEVvDn1G2DAop,366551,4,Maniac,13,cyberpunk
59,0.446,0.894,10,-5.081,0,0.0974,0.0125,0.745,0.119,0.497,105.02,audio_features,6qvmTKcRIJVm87uOff0RhE,spotify:track:6qvmTKcRIJVm87uOff0RhE,https://api.spotify.com/v1/tracks/6qvmTKcRIJVm87uOff0RhE,https://api.spotify.com/v1/audio-analysis/6qvmTKcRIJVm87uOff0RhE,298524,4,Electric Getaway,7,cyberpunk
60,0.365,0.406,7,-11.299,1,0.0284,0.9,0.843,0.352,0.0332,132.051,audio_features,778628luyotukb2W0f0hQL,spotify:track:778628luyotukb2W0f0hQL,https://api.spotify.com/v1/tracks/778628luyotukb2W0f0hQL,https://api.spotify.com/v1/audio-analysis/778628luyotukb2W0f0hQL,130893,4,Welcome Back,31,cyberpunk
61,0.4,0.984,11,-1.465,0,0.038,0.00145,0.976,0.172,0.632,132.032,audio_features,3tJiOeddHme9rLY9KbOEnM,spotify:track:3tJiOeddHme9rLY9KbOEnM,https://api.spotify.com/v1/tracks/3tJiOeddHme9rLY9KbOEnM,https://api.spotify.com/v1/audio-analysis/3tJiOeddHme9rLY9KbOEnM,336347,4,Perturbator's Theme,35,cyberpunk
62,0.589,0.89,2,-2.019,1,0.0303,0.0105,0.853,0.0798,0.115,130.023,audio_features,2YtIKrAOlZnQHeEroTmsTH,spotify:track:2YtIKrAOlZnQHeEroTmsTH,https://api.spotify.com/v1/tracks/2YtIKrAOlZnQHeEroTmsTH,https://api.spotify.com/v1/audio-analysis/2YtIKrAOlZnQHeEroTmsTH,309227,4,Raw Power,35,cyberpunk
63,0.448,0.955,5,-2.945,0,0.0441,0.00108,0.837,0.371,0.39,99.994,audio_features,20ztml2STRF7Sq1UaBB6ox,spotify:track:20ztml2STRF7Sq1UaBB6ox,https://api.spotify.com/v1/tracks/20ztml2STRF7Sq1UaBB6ox,https://api.spotify.com/v1/audio-analysis/20ztml2STRF7Sq1UaBB6ox,289187,4,Future Club,55,cyberpunk
64,0.54,0.826,4,-4.496,1,0.0397,0.111,0.555,0.243,0.129,120.031,audio_features,7LwQ1M7SliGyEwiYKd4MoL,spotify:track:7LwQ1M7SliGyEwiYKd4MoL,https://api.spotify.com/v1/tracks/7LwQ1M7SliGyEwiYKd4MoL,https://api.spotify.com/v1/audio-analysis/7LwQ1M7SliGyEwiYKd4MoL,202267,4,War Against Machines,30,cyberpunk
65,0.544,0.838,4,-3.123,0,0.024,0.00544,0.0129,0.0965,0.071,100.002,audio_features,5mVmxjEa3gGLO2ZlHPmiW3,spotify:track:5mVmxjEa3gGLO2ZlHPmiW3,https://api.spotify.com/v1/tracks/5mVmxjEa3gGLO2ZlHPmiW3,https://api.spotify.com/v1/audio-analysis/5mVmxjEa3gGLO2ZlHPmiW3,332040,4,Hard Wired (feat. Isabella Goloversic),36,cyberpunk
66,0.448,0.985,0,-1.28,0,0.0446,0.00961,0.825,0.0896,0.102,135.023,audio_features,2MBJZgztmtwcIsKXXwLxZI,spotify:track:2MBJZgztmtwcIsKXXwLxZI,https://api.spotify.com/v1/tracks/2MBJZgztmtwcIsKXXwLxZI,https://api.spotify.com/v1/audio-analysis/2MBJZgztmtwcIsKXXwLxZI,304880,4,"She Is Young, She Is Beautiful, She Is Next",41,cyberpunk
67,0.448,0.893,1,-2.568,1,0.0367,0.0002,0.893,0.0706,0.033,120.988,audio_features,67dA1a6OCUtLHgq9qdQ216,spotify:track:67dA1a6OCUtLHgq9qdQ216,https://api.spotify.com/v1/tracks/67dA1a6OCUtLHgq9qdQ216,https://api.spotify.com/v1/audio-analysis/67dA1a6OCUtLHgq9qdQ216,262720,4,Humans Are Such Easy Prey,50,cyberpunk
68,0.427,0.87,11,-5.314,0,0.0442,0.209,0.104,0.175,0.105,109.977,audio_features,5CPWaIaUXld4c3k94i3kIy,spotify:track:5CPWaIaUXld4c3k94i3kIy,https://api.spotify.com/v1/tracks/5CPWaIaUXld4c3k94i3kIy,https://api.spotify.com/v1/audio-analysis/5CPWaIaUXld4c3k94i3kIy,377453,4,Minuit (feat. Dead Astronauts),31,cyberpunk
69,0.589,0.968,1,-0.711,1,0.0516,7.39e-05,0.833,0.194,0.533,120.017,audio_features,4HmqqOpqk1IMyMvsrSciQa,spotify:track:4HmqqOpqk1IMyMvsrSciQa,https://api.spotify.com/v1/tracks/4HmqqOpqk1IMyMvsrSciQa,https://api.spotify.com/v1/audio-analysis/4HmqqOpqk1IMyMvsrSciQa,303973,4,Satanic Rites,35,cyberpunk
70,0.5,0.966,2,-1.773,1,0.0716,0.0143,0.702,0.136,0.178,149.998,audio_features,711EL4zm5Hexd4S8pcAjjv,spotify:track:711EL4zm5Hexd4S8pcAjjv,https://api.spotify.com/v1/tracks/711EL4zm5Hexd4S8pcAjjv,https://api.spotify.com/v1/audio-analysis/711EL4zm5Hexd4S8pcAjjv,238373,4,Complete Domination (feat. Carpenter Brut),38,cyberpunk
71,0.156,0.311,9,-8.663,0,0.0384,0.882,0.905,0.0819,0.0325,106.937,audio_features,15ZQXWItw4qArch81mSljD,spotify:track:15ZQXWItw4qArch81mSljD,https://api.spotify.com/v1/tracks/15ZQXWItw4qArch81mSljD,https://api.spotify.com/v1/audio-analysis/15ZQXWItw4qArch81mSljD,284827,5,Last Kiss,29,cyberpunk
72,0.544,0.813,5,-3.115,0,0.0316,0.0403,0.915,0.141,0.0624,127.01,audio_features,6tDBVRLuoQNd5RJuYLlrJO,spotify:track:6tDBVRLuoQNd5RJuYLlrJO,https://api.spotify.com/v1/tracks/6tDBVRLuoQNd5RJuYLlrJO,https://api.spotify.com/v1/audio-analysis/6tDBVRLuoQNd5RJuYLlrJO,727587,4,Dangerous Days,31,cyberpunk
73,0.31,0.63,10,-6.037,1,0.0323,0.411,0.98,0.236,0.0391,130.07,audio_features,3C4tygUMVHj23fuAoqAEmt,spotify:track:3C4tygUMVHj23fuAoqAEmt,https://api.spotify.com/v1/tracks/3C4tygUMVHj23fuAoqAEmt,https://api.spotify.com/v1/audio-analysis/3C4tygUMVHj23fuAoqAEmt,136751,4,The New Black,0,cyberpunk
74,0.5,0.909,0,-5.488,1,0.0365,0.00627,0.805,0.138,0.38,129.989,audio_features,6O2MtTdrTj5kRuVQL4ivBV,spotify:track:6O2MtTdrTj5kRuVQL4ivBV,https://api.spotify.com/v1/tracks/6O2MtTdrTj5kRuVQL4ivBV,https://api.spotify.com/v1/audio-analysis/6O2MtTdrTj5kRuVQL4ivBV,295445,4,Retrogenesis,0,cyberpunk
75,0.593,0.792,7,-5.909,1,0.0319,0.0236,0.59,0.111,0.107,124.928,audio_features,5KyNUzbmhCOCAiMoEOZCXn,spotify:track:5KyNUzbmhCOCAiMoEOZCXn,https://api.spotify.com/v1/tracks/5KyNUzbmhCOCAiMoEOZCXn,https://api.spotify.com/v1/audio-analysis/5KyNUzbmhCOCAiMoEOZCXn,389486,4,Eclipse,0,cyberpunk
76,0.528,0.643,10,-5.053,0,0.0287,0.00109,0.898,0.0988,0.0377,100.0,audio_features,3NjSqIKfOduzolMNeT5sxr,spotify:track:3NjSqIKfOduzolMNeT5sxr,https://api.spotify.com/v1/tracks/3NjSqIKfOduzolMNeT5sxr,https://api.spotify.com/v1/audio-analysis/3NjSqIKfOduzolMNeT5sxr,379246,4,I Am the Night,0,cyberpunk
77,0.19,0.745,11,-7.514,0,0.0615,0.0158,1.84e-05,0.148,0.112,100.714,audio_features,4ny449evKbUPidROeABv9V,spotify:track:4ny449evKbUPidROeABv9V,https://api.spotify.com/v1/tracks/4ny449evKbUPidROeABv9V,https://api.spotify.com/v1/audio-analysis/4ny449evKbUPidROeABv9V,470465,4,Naked Tongues (feat. Isabella Goloversic),0,cyberpunk
78,0.2,0.415,6,-6.968,1,0.0348,0.461,0.795,0.161,0.0391,115.485,audio_features,3deGaltMJI9KfDL67nehsu,spotify:track:3deGaltMJI9KfDL67nehsu,https://api.spotify.com/v1/tracks/3deGaltMJI9KfDL67nehsu,https://api.spotify.com/v1/audio-analysis/3deGaltMJI9KfDL67nehsu,148036,3,Nexus Six / Interlude,0,cyberpunk
79,0.634,0.834,1,-6.65,1,0.0337,0.0022,0.794,0.0886,0.0444,137.994,audio_features,2G4s3SKLyW2UD0bi5FVKtb,spotify:track:2G4s3SKLyW2UD0bi5FVKtb,https://api.spotify.com/v1/tracks/2G4s3SKLyW2UD0bi5FVKtb,https://api.spotify.com/v1/audio-analysis/2G4s3SKLyW2UD0bi5FVKtb,285283,4,Technoir (feat. Noir Deco),0,cyberpunk
80,0.492,0.57,2,-7.0,0,0.0309,0.595,0.0347,0.106,0.191,130.014,audio_features,7HvBcyIig89zll2EqrQm0G,spotify:track:7HvBcyIig89zll2EqrQm0G,https://api.spotify.com/v1/tracks/7HvBcyIig89zll2EqrQm0G,https://api.spotify.com/v1/audio-analysis/7HvBcyIig89zll2EqrQm0G,361900,4,Desire (feat. Greta Link),0,cyberpunk
81,0.497,0.74,5,-4.661,0,0.03,0.0016,0.0471,0.331,0.18,129.989,audio_features,5yNoHrHK9kH4soq2Zpvv9F,spotify:track:5yNoHrHK9kH4soq2Zpvv9F,https://api.spotify.com/v1/tracks/5yNoHrHK9kH4soq2Zpvv9F,https://api.spotify.com/v1/audio-analysis/5yNoHrHK9kH4soq2Zpvv9F,309734,4,Deviance (feat. Arcade High),0,cyberpunk
82,0.454,0.945,5,-4.656,0,0.0325,0.004,0.673,0.103,0.171,149.983,audio_features,2dJdjYOqH81IpLgn5qHtLf,spotify:track:2dJdjYOqH81IpLgn5qHtLf,https://api.spotify.com/v1/tracks/2dJdjYOqH81IpLgn5qHtLf,https://api.spotify.com/v1/audio-analysis/2dJdjYOqH81IpLgn5qHtLf,249652,4,Raining Steel,0,cyberpunk
83,0.542,0.732,8,-5.544,1,0.0324,0.00119,0.844,0.122,0.246,126.019,audio_features,1OXwGZoO7uY5GxKMr9IK5f,spotify:track:1OXwGZoO7uY5GxKMr9IK5f,https://api.spotify.com/v1/tracks/1OXwGZoO7uY5GxKMr9IK5f,https://api.spotify.com/v1/audio-analysis/1OXwGZoO7uY5GxKMr9IK5f,369868,4,Ghost Dancers Slay Together,0,cyberpunk
84,0.0764,0.277,9,-8.369,0,0.0368,0.883,0.744,0.0812,0.0359,177.65,audio_features,5gtJEmqjTrilvrTVpKJsa3,spotify:track:5gtJEmqjTrilvrTVpKJsa3,https://api.spotify.com/v1/tracks/5gtJEmqjTrilvrTVpKJsa3,https://api.spotify.com/v1/audio-analysis/5gtJEmqjTrilvrTVpKJsa3,381492,4,The Price of Failure,0,cyberpunk
85,0.195,0.544,0,-9.304,1,0.0388,0.0498,0.956,0.178,0.0324,63.443,audio_features,5G1GDh6sgyzNyInX1cFQxV,spotify:track:5G1GDh6sgyzNyInX1cFQxV,https://api.spotify.com/v1/tracks/5G1GDh6sgyzNyInX1cFQxV,https://api.spotify.com/v1/audio-analysis/5G1GDh6sgyzNyInX1cFQxV,107197,4,Intro (The Journey),15,cyberpunk
86,0.498,0.964,4,-4.551,0,0.0557,0.151,0.918,0.109,0.512,130.0,audio_features,5ZeBMBkLeN15JErMHNdFkI,spotify:track:5ZeBMBkLeN15JErMHNdFkI,https://api.spotify.com/v1/tracks/5ZeBMBkLeN15JErMHNdFkI,https://api.spotify.com/v1/audio-analysis/5ZeBMBkLeN15JErMHNdFkI,347082,4,Welcome to Nocturne City,20,cyberpunk
87,0.183,0.524,4,-5.332,0,0.0365,0.392,0.479,0.112,0.0398,113.523,audio_features,3JQH2F3gBA93cLz9glyZHt,spotify:track:3JQH2F3gBA93cLz9glyZHt,https://api.spotify.com/v1/tracks/3JQH2F3gBA93cLz9glyZHt,https://api.spotify.com/v1/audio-analysis/3JQH2F3gBA93cLz9glyZHt,384014,5,Fantasy (feat. Dream Koala),16,cyberpunk
88,0.451,0.824,10,-3.933,0,0.0392,0.000946,0.671,0.138,0.117,95.022,audio_features,1Rr9fycNuJhST2xXOmy5TG,spotify:track:1Rr9fycNuJhST2xXOmy5TG,https://api.spotify.com/v1/tracks/1Rr9fycNuJhST2xXOmy5TG,https://api.spotify.com/v1/audio-analysis/1Rr9fycNuJhST2xXOmy5TG,289851,4,Night Business,16,cyberpunk
89,0.16,0.425,9,-6.329,0,0.0354,0.933,0.884,0.105,0.0347,132.862,audio_features,18llWwi4ubsjGSHvbJK8Ye,spotify:track:18llWwi4ubsjGSHvbJK8Ye,https://api.spotify.com/v1/tracks/18llWwi4ubsjGSHvbJK8Ye,https://api.spotify.com/v1/audio-analysis/18llWwi4ubsjGSHvbJK8Ye,326774,5,There Is No Love Highway,19,cyberpunk
90,0.514,0.918,8,-4.95,1,0.0336,0.00623,0.855,0.114,0.471,135.005,audio_features,6f0sKFgjcesnolqU8Fz8kB,spotify:track:6f0sKFgjcesnolqU8Fz8kB,https://api.spotify.com/v1/tracks/6f0sKFgjcesnolqU8Fz8kB,https://api.spotify.com/v1/audio-analysis/6f0sKFgjcesnolqU8Fz8kB,300928,4,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],37,cyberpunk
91,0.314,0.529,0,-8.257,0,0.0399,0.903,0.64,0.292,0.119,100.477,audio_features,2qIYRVarF491G156YXoDtC,spotify:track:2qIYRVarF491G156YXoDtC,https://api.spotify.com/v1/tracks/2qIYRVarF491G156YXoDtC,https://api.spotify.com/v1/audio-analysis/2qIYRVarF491G156YXoDtC,283246,4,Meet Jimmy (feat. Le Cassette),26,cyberpunk
92,0.534,0.801,6,-5.544,1,0.0309,0.022,0.8,0.0943,0.201,135.023,audio_features,4mbYAXxvtRHjLZT92MTT8k,spotify:track:4mbYAXxvtRHjLZT92MTT8k,https://api.spotify.com/v1/tracks/4mbYAXxvtRHjLZT92MTT8k,https://api.spotify.com/v1/audio-analysis/4mbYAXxvtRHjLZT92MTT8k,298710,4,Sexualizer (feat. Flash Arnold),45,cyberpunk
93,0.607,0.837,1,-4.773,1,0.0309,0.00081,0.918,0.222,0.648,135.004,audio_features,7jCTzDDDnduwhkqEgKLHlR,spotify:track:7jCTzDDDnduwhkqEgKLHlR,https://api.spotify.com/v1/tracks/7jCTzDDDnduwhkqEgKLHlR,https://api.spotify.com/v1/audio-analysis/7jCTzDDDnduwhkqEgKLHlR,313861,4,Angel Dust,28,cyberpunk
94,0.611,0.942,5,-3.311,0,0.101,0.063,0.0557,0.11,0.94,120.004,audio_features,5QyvmZYiOuK0saTv6J77Yg,spotify:track:5QyvmZYiOuK0saTv6J77Yg,https://api.spotify.com/v1/tracks/5QyvmZYiOuK0saTv6J77Yg,https://api.spotify.com/v1/audio-analysis/5QyvmZYiOuK0saTv6J77Yg,271047,4,Miami Disco,46,cyberpunk
95,0.378,0.557,4,-8.601,0,0.0373,0.826,0.754,0.184,0.211,99.769,audio_features,7h3X7fdkwY96yJ2KVVLILx,spotify:track:7h3X7fdkwY96yJ2KVVLILx,https://api.spotify.com/v1/tracks/7h3X7fdkwY96yJ2KVVLILx,https://api.spotify.com/v1/audio-analysis/7h3X7fdkwY96yJ2KVVLILx,384052,4,Perverted Precinct (feat. Tommy),20,cyberpunk
96,0.407,0.221,10,-18.159,1,0.0454,0.786,0.915,0.108,0.0384,138.361,audio_features,05293BQJYMt6tR4J1wfRta,spotify:track:05293BQJYMt6tR4J1wfRta,https://api.spotify.com/v1/tracks/05293BQJYMt6tR4J1wfRta,https://api.spotify.com/v1/audio-analysis/05293BQJYMt6tR4J1wfRta,91399,4,Opening Credits,0,cyberpunk
97,0.6,0.693,5,-9.434,0,0.0287,0.163,0.882,0.145,0.179,110.015,audio_features,0w1brswRoIaoCyAtdgRVcF,spotify:track:0w1brswRoIaoCyAtdgRVcF,https://api.spotify.com/v1/tracks/0w1brswRoIaoCyAtdgRVcF,https://api.spotify.com/v1/audio-analysis/0w1brswRoIaoCyAtdgRVcF,252938,4,Terror 404,0,cyberpunk
98,0.515,0.796,2,-7.948,1,0.109,0.381,0.843,0.111,0.0797,129.997,audio_features,0RligLP7hN4ZlOMM61Vnzt,spotify:track:0RligLP7hN4ZlOMM61Vnzt,https://api.spotify.com/v1/tracks/0RligLP7hN4ZlOMM61Vnzt,https://api.spotify.com/v1/audio-analysis/0RligLP7hN4ZlOMM61Vnzt,286159,4,Savage Streets,0,cyberpunk
99,0.555,0.882,1,-8.315,1,0.426,0.327,0.903,0.26,0.393,145.079,audio_features,56WQcm4H7l1zrmrXfDzoEB,spotify:track:56WQcm4H7l1zrmrXfDzoEB,https://api.spotify.com/v1/tracks/56WQcm4H7l1zrmrXfDzoEB,https://api.spotify.com/v1/audio-analysis/56WQcm4H7l1zrmrXfDzoEB,243697,4,Payback Pursuit,0,cyberpunk
